source;translation;type;module;status;customer
"United States";"Statele Unite";B;;T;N
"Uruguay";"Uruguai";B;;T;N
"Uzbekistan";"Uzbekistan";B;;N;N
"Holy See (Vatican City State)";"Holy See (Cetatea Vatican )";B;;T;N
"Saint Vincent and the Grenadines";"Saint Vincent si Grenadines";B;;T;N
"Venezuela";"Venezuela";B;;N;N
"Virgin Islands, British";"Virgin,Insulele Britanice";B;;T;N
"Virgin Islands, U.S.";"Virgin, Insulele Americane";B;;T;N
"Vietnam";"Vietnam";B;;N;N
"Vanuatu";"Vanuatu";B;;N;N
"Wallis and Futuna";"Wallis si Futuna";B;;T;N
"Samoa";"Samoa";B;;N;N
"Yemen";"Yemen";B;;N;N
"Mayotte";"Mayotte";B;;N;N
"Serbia";"Serbia";B;;N;N
"South Africa";"Africa de Sud";B;;T;N
"Zambia";"Zambia";B;;N;N
"Montenegro";"Muntenegru";B;;T;N
"Zimbabwe";"Zimbabwe";B;;N;N
"Anonymous Proxy";"Proxy Anonim";B;;T;N
"Satellite Provider";"Furnizorul de Satelit";B;;T;N
"Aland Islands";"Aland, Insulele";B;;T;N
"Guernsey";"Guernsey";B;;N;N
"Isle of Man";"Man, insula";B;;T;N
"Jersey";"Jersey";B;;N;N
"Could not create directory inside %s directory";"Nu s-a putut crea registru in %s registru";S;;T;N
"Could not create file or directory inside %s subdirectory. Probably safe mode is not properly configured.";"Nu s-a putut crea registru isau fisdier I %s Subregistru. Probabil ""Safe Mode"" Nu a fost configurat corespunzator.";S;;T;N
"Commission Bonus";"Bonus Comision";S;;T;N
"With this plugin you can add bonus commission to affiliate if action is created with total cost greater than specified value. You can configure Bonus commission in Edit commission type dialog. It is not recommended to activate this plugin at the same time with Split Commission feature.";"Cu acest plugin poti adauga ""Bonus comision"" afiliatului daca actiunea este creata cu un cost total mai mare decat valoarea specificata. Poti configura ""Bonus comision"" in dialogul ""Edit"" al tipului de comision. Nu este recomndata activarea acestui tip de comision in acelas timp cu trasatura ""Imparte comision"".";S;;T;N
"Bonus for sales greater than";"Bonus vanzare mai mare de";S;;T;N
"Minimum sale value for which bonus commission will be added. Undefined: -1. For all sales: 0.";"Valoare minima a vanzarii pentru care va fi adaugat bonus comision. Nedefinit: -1. Pentru toate vanzarile: 0.";S;;T;N
"Bonus commission value";"Valoare bonus comision";S;;T;N
"Bonus commission value in $.";"Valoare bonus comision in $.";S;;T;N
"Wrong format used for Bonus for sales";"Format gresit folosit pentru Valoare bonus vanzari";S;;T;N
"Bonus for sales value must be greater than 0 or must equals to -1";"Valoare bonus vanzari trebuie sa fie mai mare decat 0 sau egala cu -1";S;;T;N
"Wrong format used for Bonus commission value";"Format gresit pentru Valoare bonus comision";S;;T;N
"Bonus commission must be greater or equal to 0";"Bonus comision trebuie sa fie mai mare sau egal cu 0";S;;T;N
"Custom value separator should be set only when custom value is used by other script. See Eway (IPN and custom used by other script) integration method.";"Separatorul ""Valoare personalizata"" ar trebui setat numai cand valoarea personalizata este folosita de alt script. Vezi integrarea metodei Eway (IPN si personalizare folosite de alt script).";S;;T;N
"Response type";"Response type";S;;N;N
"Select response type, for Merchant hosted select XML, for shared select HTTP";"Selecteaza tipul de raspuns, pentru ""Comerciant gazduit"" selecteaza, pentru partajat soloseste  HTTP";S;;T;N
"Eway plugin settings saved";"Setarile de plugin Eway salvate ";S;;T;N
"eWAY handling";"Manevrare eWAY ";S;;T;N
"This plugin handles eWAY notifications (integration of Post Affiliate with eWAY)";"Acest plugin manevreaza notificarile eWAY (iinegrarea Post Afiliat cu eWAY)";S;;T;N
"Custom field number that can be used by PAP.";"Numar de camp personalizat ce poate fi folosit de catre PAP.";S;;T;N
"Secret word";"Cuvant secret";S;;T;N
"Secret word set in MoneyBookers Merchant Tools used for notification.";"Cuvant secret setat in ""Unelte"" ""Comerciant"" ""MoneyBookers"" folosit pentru notificare.";S;;T;N
"MoneyBookers plugin configuration saved";"Configurare plugin MoneyBookers salvata";S;;T;N
"MoneyBookers integration plugin";"Plugin de integrare MoneyBookers";S;;T;N
"This plugin handles MoneyBookers notifications (integration of Post Affiliate with MoneyBookers).";"Acest plugin manevreaza notificarile MoneyBookers (integrare a pst afiliat cu MoneyBookers).";S;;T;N
"Username format";"Format nume utilizator";S;;T;N
"Custom error message";"Mesaj de eroare personalizat";S;;T;N
"It is possible to insert any valid regular expression";"Este posibila inserarea oricarei expresii uzuale de validare";S;;T;N
"Message which will be show to affiliate if he insert whong expression as username";"Mesaj ce va fi afisat afiliatului daca introduce o expresie gresita in loc de nume de utilizator";S;;T;N
"Username constraint settings saved";"Setari fortare ""Utilizator"" salvat";S;;T;N
"Username constraint";"Nume utilizator ";S;;T;N
"Enables custom username. You will be able to set regular expression pattern in configure screen after plugin activation.";"Activeaza nume utilizator personalizat. Vei putea seta tiparul expresiei uzuale in ecranul de configurare dupa activarea pluginului.";S;;T;N
"Setting ""do not force email usernames"" must be active!";"Setarea ""nu impune nume utilizator"" trebuie sa fie activa!";S;;T;N
"Testing the best placement for the banner on yur website - you can use the same banner, but with different channel for every position - and you will know which one is clicked more or has better CTR.";"Testarea locului potrivit pentru banner pe site - poti folosi acelasi banner, dar cu un canal diferit pentru fiecare pozitie- si vei sti pe care se fac cele mai multe clic-uri sau are CTR mai bun.";S;affiliate;T;N
"Refunds are marked with red color";"Rambursarile sunt marcate cu rosu";S;;T;N
"Chargebacks are marked with orange color";"Chargebacks sunt marcate cu portocaliu";S;;T;N
"Revenue";"Venit";S;;T;N
"number";"numar  ";S;;T;N
"commission";"comision";S;;T;N
"revenue";"Venit";S;;T;N
"conversion";"conversie ";S;;T;N
"Account status";"Status cont";S;;T;N
"Logins Map";"Harta autentificari";S;merchant;T;N
"Map shows last 20 unique IP addresses from which affiliate logged in";"Harta arata ultimele 20 de adrese IP unice de pe care s-au autentificat afiliatii";S;merchant;T;N
"Blacklisted countries";"Tarile de pe lista neagra";S;merchant;T;N
"Comma separated country codes of blacklisted countries";"Coduri separate de virgula a tarilor de pe lista neagra";B;;T;N
"What to do with affiliates from blacklisted countries";"Ce sa se faca cu afiliatii din tarile de pe lista neagra";S;merchant;T;N
"What to do with clicks from blacklisted countries";"Ce sa se faca cu clic-urile din tarile de pe lista neagra";S;merchant;T;N
"What to do with sales from blacklisted countries";"Ce sa se faca cu vanzarile din tarile de pe lista neagra";S;merchant;T;N
"If you deactivate this feature, all Page Peel banners will be deleted. Are you sure you want to deactivate this feature ?";"Daca dezactivezi aceasta caracteristica toate Page Peel bannerele vor fi sterse.Esti sigur ca vrei sa stergi acesta caracteristica?";S;merchant;T;N
"If you deactivate this feature, all RebrandPdf banners will be deleted. Are you sure you want to deactivate this feature?";"If you deactivate this feature, all RebrandPdf banners will be deleted. Are you sure you want to deactivate this feature?";S;merchant;N;N
"Split Commissions Graph";"Imparte Comision Grafic";S;merchant;T;N
"Example";"Exemplu";S;merchant;T;N
"You are going to active Split Commissions.";"You are going to active Split Commissions.";S;merchant;N;N
"PAP will work in same way as before.";"PAP va functiona la fel ca inainte.";S;merchant;T;N
"Do you want to activate this feature ?";"Vrei sa activezi aceasta trasatura ?";S;merchant;T;N
"Ip address";"Adresa Ip";S;;T;N
"Weekly report is sent every week with the statistics of the week's traffic and sales. It is sent on the %s and contains data from the previous complete week. The first day of week is %s";"Raportul saptamanal cu statisticile despre trafic si vanzari este trimis in fiecare saptamana. Este trimis numai in in ziua specificata in ""raport trimis la"" si contine date din saptamana precedenta completa. Prima zi a saptamanii poate fi specificata in ""saptamana incepe la"".";C;affiliate;T;N
"Monthly report is sent every month with the statistics of the month's traffic and sales. It is sent on a %s day and contains data from previous month. e.g. If report is sent on 31 and month has only 30 days, then the report is sent on the last day of the month.";"Raportul lunar cu statistici si vanzari este trimis in fiecare luna. Este in ziua specificata in ""raport trimis la "" si contine date din luna precedenta. Ex. Daca ""raport trimis la"""" este setat cu dat de 31 si luna are numai 30 de zile , raportul este trimis in ultima zi a lunii. ";C;affiliate;T;N
"Campaigns grid default View";"Vizualizeaza grid implicit Campanie";C;affiliate;T;N
"Channel stats grid Default View";"Channel stats grid Default View";C;affiliate;N;N
"Raw Clicks grid default View";"Raw Clicks grid default View";C;affiliate;N;N
"Payouts Grid Default View";"Payouts Grid Default View";C;affiliate;N;N
"SubAffiliates Sales grid Default view";"SubAffiliates Sales grid Default view";C;affiliate;N;N
"SubAffiliates Sales Grid default view";"SubAffiliates Sales Grid default view";C;affiliate;N;N
"Transaction List default view";"Vizualizare implicita ""Tranzactie implicita""";C;affiliate;T;N
"Commission of Sales";"Comision Vanzari";B;;T;N
"Revenue of Sales";"Venituri din Vanzari";B;;T;N
"Number of %s";"Numar al %s";B;;T;N
"Commission of %s";"Comision al %s";B;;T;N
"Revenue of %s";"Venituri ale %s";B;;T;N
"Edit account";"Editeaza cont";C;affiliate;T;N
"Add account";"Adauga cont";C;affiliate;T;N
"You cannot delete default account";"Nu poti sterge contul implicit";C;affiliate;T;N
"Deleting accounts causes that all its merchants, campaigns, banners etc. will be deleted. Are you sure to delete selected accounts?";"Stergerea conturilor determina stergerea tutror comerciantilor, campaniilor, bannerelor etc. Esti sigur ca vrei sa stergi conturile selectate?";C;affiliate;T;N
"IP Address";"Adresa IP";C;;T;N
"Last Login";"Ultima autentificare";B;;T;N
"Split Commission Settings";"Setari Comision Impartit";C;;T;N
"First affiliate bonus %";"Bonusul primului afiliat %";C;;T;N
"Percentage bonus from commission for First affiliate. Value must be from interval 0-100.";"Bonus procentual din comisionul pentru ""Primul afiliat"". Valoarea trebuie sa fie in intervalul 0-100.";C;;T;N
"Last affiliate bonus %";"Bonus ultimul afiliat %";C;;T;N
"Percentage bonus from commission for First affiliate. Value must be from interval 0-100. ";"Bonus procentual din comisionul pentru ""Primul afiliat"". Valoarea trebuie sa fie in intervalul 0-100.";C;;T;N
"Minimum commission $";"Comision minim $";C;;T;N
"Minimum value of commission(in currency) which is needed for adding commission to affiliate. If commission will be smaller, it is not saved";"Valoare minima a comisionului (in valuta) necesara pentru adaugarea comisionului la afiliat. Daca acest comision va fi mai mic nu este salvat";C;;T;N
"More HELP";"Mai mult AJUTOR";C;;T;N
"First Aff Commmission";"Comision Primul Af";C;;T;N
"First Affiliate Commmission";"Comision Primul Afiliat";C;;T;N
"Commissions for all";"Comisioane pentru toti";C;;T;N
"Commissions for all affiliates";"Comisioane pentru toti afiliatii";C;;T;N
"Last Aff Commission";"Comision ultimul Af";C;;T;N
"Last Affiliate Commission";"Comision Ultimul Afiliat";C;;T;N
"first bonus";"primul bonus";C;;T;N
"First click bonus in %";"Bonus pentru primul clic in %";C;;T;N
"commissions for others";"comisioane pentru altii";C;;T;N
"Commissions for others in %";"Comisioane pentru altii in %s";C;;T;N
"last bonus";"ultimul bonus";C;;T;N
"Last click bonus in %";"Bonus ultimul clic in %";C;;T;N
"For more information visit our knowledge base";"Pentru mai multe informatii viziteaza baza de cunostinte";C;;T;N
"<b>%s.</b> affiliate: <b>%s$</b>";"<b>%s.</b> afiliat: <b>%s$</b>";C;;T;N
"For <b>100$</b> commission, <b>%s%</b> first click bonus, <b>%s%</b> last click bonus and <b>%s</b> affiliates commission will be splited: ";"Pentru <b>100$</b> comision, <b>%s%</b> prima data clic bonus, <b>%s%</b> bonus ultimul clic si <b>%s</b> comision afiliatului va fi impartit: ";C;;T;N
"Merchant notifications";"Notificari comerciant";C;merchant;T;N
"Affiliate notifications";"Notificari afiliat";C;merchant;T;N
"Country Code";"Cod Tara";S;;T;N
"Fees";"Onorariu";S;;T;N
"Payments";"Plati";S;;T;N
"Account Manager";"Manager Cont";S;affiliate;T;N
"Accounting";"Contabililitate";B;affiliate;T;N
"Map Overlay";"Acoperire Harta";B;;T;N
"Impressions (Raw)";"Impresii (Brute)";S;;T;N
"Impressions (Unique)";"Impresii (Unice)";S;;T;N
"Clicks (Raw)";"Clicuri (Brute)";S;;T;N
"Clicks (Unique)";"Clicuri (Unice)";S;;T;N
"CTR (Raw)";"CTR (Brute)";S;;T;N
"CTR (Unique)";"CTR (Unice)";S;;T;N
"Sales Count";"Numaratoare Vanzari";B;;T;N
"Total Revenue";"Total Venituri ";B;;T;N
"SCR (Raw)";"SCR (Brut)";S;;T;N
"SCR (Unique)";"SCR (Unic)";S;;T;N
"Avg Order";"Comanda Avg ";S;;T;N
"Filter does not contain date parameters";"Filtrul nu contine parametri de data";S;merchant;T;N
"Not saved by fraud protection - your IP address is banned";"Nu a fost salvat de catre protectie impotriva fraudei - Adresa ta IP este interzisa";S;;T;N
"Impression processor";"Procesor Impresie";S;;T;N
"Parameter with this name will be used for sending required info to PAP";"Parametrul cu acest nume va fi folosit pentru trimiterea informatiei cerute catre PAP";S;;T;N
"Parameter name";"Nume parametru";S;;T;N
"Authorize.net plugin configuration saved";"Configurarea plugin-ului Authorize.net salvata";S;;T;N
"Authorize.net Silent Order handling";"Manevrare Authorize.net Silent Order";S;;T;N
"This plugin handles Authorize.net Silent Order notifications (integration of Post Affiliate with Authorize.net)";"cest plugin manevreaza notificarile Authorize.net Silent Order  (integrare Post Affiliate cu Authorize.net)";S;;T;N
"Channels list variable in affiliate panel templates";"Variabila ""Lista Canale"" in sabloanele panoului afiliatului";S;;T;N
"This plugin adds {$channels} variable to all affiliate panel templates. $channels is array of all affiliate channels where key is channel code and value is channel name";"Acest plugin adauga variabile {$channels} la toate sabloanele panoului afiliatului. $ canale este matrice a tuturor canalelor afiliatului  in cazul in care cheia este codul de canal si valoarea este numele canalului";S;;T;N
"Click from same IP, but on different banners, don't recognize as repeating click";"Clic-ul de la acelasi IP, dar pe un banner diferit nu este recunoscut ca si clic repetat";S;merchant;T;N
"Ban clicks from IP addresses";"Interzice clic-urile de la aceasta adresa IP";S;merchant;T;N
"Comma separated ip addresses. You can use wildcards in form *.*.*.*";"Adrese ip separate de virgulla. Poti folosi wildcards in forma *.*.*.*";B;merchant;T;N
"Ban sales from IP addresses";"Interzice vanzarile de la adresa IP";S;merchant;T;N
"Don't allow signups from following IP addresses";"Nu permite iinscrierile de la urmatoarele adrese IP";S;merchant;T;N
"Top refering URLs  grid default view";"Vizualizare grile implicite ""Refering URL's de top""";C;affiliate;T;N
"AccountStatisticsHeader";"HeaderStatisticiCont";C;affiliate;T;N
"AccountStatisticsDescription";"DescriereStatisticiCont";C;affiliate;T;N
"Raw Impressions";"Impresii Brute";C;;T;N
"This report displays distribution of your transactions over countries. You will have clear picture where is your affiliate program performing well and in which countries you need to improve your marketing.";"Acest raport afiseaza distributia tranzactiilor din tari. O sa ai o imagine clara asupra campaniilor care functioneaza bine si in care tari va trebui sa-ti imbunatatesti merketing-ul.";C;;T;N
"All Countries";"Toate Tarile";C;;T;N
"Here you can specify in which files, variables will be replaced. File names are comma and one space after separated and you can use * wildcard";"Aici poti specifica in care fisier vor fi inlocuite variabilele.Fisierele sunt separate de o virgula si un spatiu dupa si poti folosi * wildcard";C;;T;N
"Create signup/referral commissions";"Creaza comision de inscriere/referral ";C;merchant;T;N
"Affiliate signups";"Inscriei afiliati";C;merchant;T;N
"Support Short Anchor linking";"Support Short Anchor linking";C;merchant;N;N
"Short Anchor link looks like http://www.yoursite.com/#refid where refid is affiliates referral id. NOTE: If you use anchor links on your site, they may collide with affiliate short anchor links.";"Short Anchor link looks like http://www.yoursite.com/#refid where refid is affiliates referral id. NOTE: If you use anchor links on your site, they may collide with affiliate short anchor links.";C;merchant;N;N
"Commissions are computed automatically";"Comisioanele sunt calculate automat";C;merchant;T;N
"Feature is active only if basic GeoIp and Google Maps plugins are activated. Feature will compute from IP addresses country codes and assign transactions to countries. You will be able to filter sales/clicks/actions by countries, compare statistic data by countries and blacklist some countries in fraud protection settings of sales/clicks/affiliate signups.";"Caracteristica este activa numai dacaplugin-urile de baza GeoIp  si Google Maps sunt activate. Caracteristica va calcula codurile de la adresele IP ale tarilor si va distribui tranzactiile catre tari. Vei putea sa filtra vanzari/clicuri/actiuni in functie de tari, sa compari datele statistice si blacklist some countries in fraud protection settings of sales/clicks/affiliate signups.";S;;T;N
"Assign to new affiliates signup bonus, to motivate them to enter your affiliate program.";"Atribuie noului afiliat bonusul pentru al motiva sa participe la programul de afiliat.";S;merchant;T;N
"With referral commissions you can motivate your current affiliates to recruite new affiliates for you.";"Cu comisionul referral poti motiva  afliatii actuali sa recruteze noi afiliati pentru tine.";S;merchant;T;N
"Since %s day of last month";"Din %s zi a lunii trecute";S;;T;N
"If %s that are %s in %s is %s then ";"Daca %s care sunt %s in %s este %s atunci ";S;;T;N
"There were errors, please check highlighted fields";"S-au inregistrat erori , verifica campurile evidentiate";B;;T;N
"Top Level Affiliate Commision";"Comision Afiliat Top Lvelel";S;affiliate;T;N
"Tree will show you relation of selected affiliate to his parents and his referred affiliates.";"Copacul iti va arta relatia afiliatilor selectat cu ""parintele"" si cu afiliatul mentionat.";S;merchant;T;N
"Filter is applicable just on referred affiliates, parent affiliates are always displayed all.";"Filtrul este aplicabil numai afiliatilor mentionati, afiliatii ""parinti"" sunt afisati tot timpul impreuna.";S;merchant;T;N
"Affiliate Status";"Status Afiliat";S;merchant;T;N
"Very first click";"Primul clic";S;merchant;T;N
"Very last click";"Ultimul clic";S;merchant;T;N
"email code";"cod email";C;affiliate;T;N
"Comma separated country codes of blacklisted countries ";"Coduri de tara separate de virgula a tarilor de pe lista neagra";B;;T;N
"Affiliate Relations";"Rekatie Afiliat";C;merchant;T;N
"Use SMTP authentication";"Foloseste autentificare SMTP ";C;;T;N
"Authentication Method";"Metoda Autentificare";C;;T;N
"Selected authentication method is used when application connects to your SMTP server and authenticate your username and password. If you don't know what this means, leave selected default value, which will work in most of cases correctly.";"Metoda de autentificare selectata este folosita cand aplicatia se conecteaza la serverul SMTP si-ti autentifica numele utilizator si parola.Daca nu sti ce inseamna asta, lasa valoarea implicita selectata, care va functina in majoritatea cazurilor corect.";C;;T;N
"None channel";"Nici un canal";S;affiliate;T;N
"Split Commission Merchant - New Sale / Lead";"Imparte Comision Comerciant - Vanzare Noua / Lead";B;merchant;T;N
"New sale summary mail";"Mail rezumat vanzare noua";B;merchant;T;N
"Error creating directory %s ";"Eroare in crearea registrului %s ";S;merchant;T;N
"Error writing to file %s ";"Eroare in scrierea in fisier %s ";S;merchant;T;N
"File %s was saved.";"Fisierul %s a fost salvat.";S;merchant;T;N
"Password Constraints";"Constrangeri Parola";S;;T;N
"Minimum password length can't be smaller as maximum password length";"Lungimea minima a parolei nu poate fi mai mica ca lungimea maxima a parolei";S;;T;N
"Password constraints saved";"Constrangeri Parola";S;;T;N
"Minimum length of password is %s characters";"Lungimea minima a parolei este de %s caractere";S;;T;N
"Maximum length of password is %s characters";"Lungimea minima a parolei este de %s caractere";S;;T;N
"Password has to contain at least one letter (a-z, A-Z)";"Pparola trebuie sa contina cel putin o litera (a-z, A-Z)";S;;T;N
"Password has to contain at least one digit (0-9)";"Pparola trebuie sa contina cel putin o cifra (0-9)";S;;T;N
"Please increase memory_limit parameter to 32M in your php.ini";"Please increase memory_limit parameter to 32M in your php.ini";S;;N;N
"Application require minimum 32MB of memory";"Aplicatia necesita un minim de 32MB memorie";S;;T;N
"Upgrade in progress";"Upgrade in desfasurare";S;;T;N
"Custom value separator should be set only when custom value is used by other script. See SolidTrustPay (IPN and custom used by other script) integration method.";"Separatorul de Valoare personalizata ar trebui setat numai cand valoarea este folosit de alt script. Vezi metoda de integrare SolidTrustPay (IPN si folosirea personalizata de catre alte scripturi).";S;;T;N
"Custom item number";"Numarul elementului personalizat";S;;T;N
"Custom item number which will be carrying cookie value.";"Numarul elementului personalizat va purta valori cookie.";S;;T;N
"Secondary password from yours SolidTrustPay merchant account";"Parola secundara din contul tau de comerciant SolidTrustPay";S;;T;N
"SolidTrustPay settings saved";"Setarile SolidTrustPay salvate";S;;T;N
"SolidTrustPay IPN handling";"Manevrare SolidTrustPay IPN ";S;;T;N
"This plugin handles SolidTrustPay IPN (integration of Post Affiliate with SolidTrustPay)";"Acest plugin manevreaza SolidTrustPay IPN (integrare Post Affiliate cu SolidTrustPay)";S;;T;N
"You just signed up a new sub-affiliate for our Affiliate Program.";"Tocmai ai inscris un nou subafiliat pentru Program Afiliat.";S;affiliate;T;N
"The name of the affiliate is";"Numele afiliatului sete";S;affiliate;T;N
"Keep up the good work!";"Tine-o tot asa!";S;affiliate;T;N
"You can check your stats here:";"Iti poti verifica statutul aici:";S;affiliate;T;N
"The Quality Unit Affiliate Program team";"Echipa Program Afiliat Quality Unit";S;affiliate;T;N
"Commission for affiliates";"Comision pentru afiliati";S;merchant;T;N
"Date of visit";"Data vizita:";S;merchant;T;N
"Please send the e-mail text below to";"Trimite textul mmemail de mai jos catre:";S;;T;N
"You'll receive an e-mail with your license key as soon as possible.";"Vei primi un email cu codul licentei cat de curand posibil:";S;;T;N
"Required characters:";"Caractere necesare:";S;;T;N
"Sale summary mail";"Mail sumar vanzari";C;;T;N
"This email notifies you about all affiliates to which commission was splitted";"Acest email te notifica in legatura cu afiliatii catre care s-a impartit comisionul";C;;T;N
"Configure password constraints";"Configureaza constrangeri parola";C;merchant;T;N
"Minimum length";"Lungime minima";C;;T;N
"Maximum length";"Lungima maxima";C;;T;N
"letters (a-z, A-Z)";"litere (a-z, A-Z)";C;;T;N
"digits (0-9)";"cifre (0-9)";C;;T;N
"special characters (e.q. !@#$%^&*)";"caractere speciale (e.q. !@#$%^&*)";C;;T;N
"Password Constraint";"Constrangeri Parola";C;;T;N
"CTR raw";"CTR brut";S;;T;N
"CTR unique";"CTR unic";S;;T;N
"Total";"Total  ";S;;T;N
"%s commissions";"%s comisioane";S;;T;N
"Performance Impression Tracker";"Agentul de Urmarire Impresii";S;;T;N
"High performance impression tracker can handle more impressions than standard tracker. By turning this impression tracker on, impressions are cached and then processed by cron job. This feature is only for %s version 4.3 or bellow. In version 4.4 and above this feature is implemented directly into the core.";"Agentul de urmarire de inalta performanta a impresiilor poate manevra mai multe impresii decat agentul de urmarire standard.                                                                                                                             Pornind acest agent de urmarire a impresiilor, impresiile sunt adunate si procesate de o sarcina cron. Aceasta caracteristica este numai pentru versiunea 4.3 %s sau mai veche. In versiunea 4.4 sau mai noua, aceasta caracteristica este implementata direct in nucleu.";S;;T;N
"Password has to contain at least one special character (%s)";"Parola trebuie sa contina cel putin un caracter special (%s)";S;;T;N
" has not valid Smarty Syntax. More information: ";"Â nu are o Smarty Syntax valida. Mai multe informatii: ";S;;T;N
"Custom options in Trends Report";"Optiuni personalizate in Raport Tendinte";S;;T;N
"This plugin changes values visible in Trends Report. Restart is needed after activation of this plugin.";"Acest plugin modifica valorile vizibile in Raport Tendinte.Este necesar sa reporniti sistemul dupa activarea acestui plugin.";S;;T;N
"Clicks - Raw";"Clicuri - Brute";S;;T;N
"Clicks - Unique";"Clicuri - Unice";S;;T;N
"Tier 1 - Sales";"Nivel 1 - Vanzari";S;;T;N
"Tier 2 - Sales";"Nivel 2 - Vanzari";S;;T;N
"Tier 1 - Commissions";"Nivel 1 - Comision";S;;T;N
"Tier 2 - Commissions";"Nivel 2 - Comision";S;;T;N
"Grand Total Sales";"Total Final Vanzari";S;;T;N
"Grand Total Commissions";"Total Final Comision";S;;T;N
"Tier %s - %s";"Nivel %s - %s";S;;T;N
"This troubleshooter will try to solve the problems with affiliate tracking.";"Acest troubleshooter va incerca sa rezolve problemele cu urmarirea afiliatului.";S;merchant;T;N
"Usually, the reason why clicks or sales are not tracked, is missing or incorrect tracking code.";"In mod normal, motivul pentru care clic-urile si vanzarile nu sunt urmarite este lipsa sau un cod de urmarire incorect.";S;merchant;T;N
"You can check your HTML page source to make sure the page contains JavaScript tracking code.";"poti verifica sursa pagii HTML page pentru a fi sigur ca pagina cntine coduri de urmarire JavaScript.";S;merchant;T;N
"Note that debugging should be turned only for testing, because it adds high load to the system.";"Retineti ca debugging ar trebui activat numai pentru testare deoarece adauga o incarcatura mare la sistem.";S;merchant;T;N
"Now you should click on some affiliate's link, and (if you have problem tracking sales / leads) also make a test sale.";"Acum ar trebui sa faci clic pe cateva din link-urile afiliatilor si (daca ai probleme la urmarirea vanzari / leads) un test vanzare.";S;merchant;T;N
"This will trigger the system, and it will write information about your actions to the Event log.";"Asta va declansa sistemul si va scrie informatii despre actiunile tale la Autentificare Eveniment.";S;merchant;T;N
"When the debugging is turned on, Event log will contain line for every action performed.";"Cand debugging-ul este pornit, autentificarea Evenimet va contine linie pentru fiecare actiune efectuata.";S;merchant;T;N
"If you see new lines, read them, they contain descriptive texts about every action, and they will tell you what went wrong.";"Dac vezi linii noi,citeste-le caci contin texte despre fiecare actiune si te vor anunta despre ce nu a functionat.";S;merchant;T;N
"For example, the tracking could have been aborted because some tracking parameter was missing (affiiate ID or TotalCost).";"De exemplu, urmarirea ar fi putut esua deoarece cativa parametri de (ID afiliat sau TotalCost).";S;merchant;T;N
"Daily Report";"Raport Zilnic";C;;T;N
"Pdf";"Pdf";C;merchant;N;N
"Log group";"Autentificari grup";S;merchant;T;N
"Logs";"Autentificari";C;merchant;T;N
"Log message";"Messaj autentificare";C;merchant;T;N
"IntegrationCurrencyHelp";"IntegrareAjutorRecurenta";C;;T;N
"IntegrationChannelHelp";"IntegrareAjutorCanal";C;merchant;T;N
"IntegrationCouponHelp";"IntegrareAjutorCupon";C;;T;N
"Number of Recurring";"Numar de Recurenta";S;;T;N
"Commission of Recurring";"Comisia de Recurenta";S;;T;N
"Revenue of Recurring";"Venituri Recurenta";S;;T;N
"Banner ID";"ID Baner";S;;T;N
"Url to complete page with banner code (URLEncoded).";"Url de completat cu codul de banner (URLCodat).";S;merchant;T;N
"Error load affiliate with userid=";"Eroare in incarcarea afiliatului cu numeid=";S;merchant;T;N
"hour equals";"ora este egala cu";S;;T;N
"hour is greater";"ora este mai mare";S;;T;N
"hour is lower";"ora este mai mica";S;;T;N
"hour is greater or equal";"ora este mai mare sau egala ";S;;T;N
"hour is lower or equal";"ora este mai mica sau egala";S;;T;N
"Sequence key saved";"Secventa cheie salvata";S;affiliate;T;N
"Generate Affiliate User ID as autoincremented sequence";"Genereaza ID Utilizator ca si secventa autocrescatoare";S;affiliate;T;N
"Payout method name";"Numele metodei de plata";C;merchant;T;N
"is out of range.";"este in afara razei.";C;;T;N
"Html body";"corp Html ";C;;T;N
"Facebook Connect";"Conexiune Facebook";S;;T;N
"Unknown user";"Utilizator necunoscut";S;;T;N
"Unknown email";"Email necunoscut";S;;T;N
"Transactions Info";"Informatie Tranzactie";S;merchant;T;N
"Commission value";"Valoare comision";S;merchant;T;N
"Parent of parent affiliate";"""Parinte"" ""parinte"" afiliat";S;;T;N
"CORRUPTED";"STRICAT";S;;T;N
"MISSING";"LIPSESTE";S;;T;N
"Too many plugins with code name '%s'";"Prea multe pluginuri cu nume de cod '%s'";S;;T;N
"Share on Facebook";"Publica pe Facebook";C;;T;N
"Banner deleted";"Banner sters";C;merchant;T;N
"Parent transaction ID";"ID tranzactie ""parinte""";C;merchant;T;N
"%sFolowing files have not been uploaded correctly%sPlease upload them again and %srefresh%s Read more about this error in our %sknowledgebase%s Corrupted files in affiliate system directory: %s File%sStatus%s";"%sUrmatoarele fisiere nu au fost incarcate corespunzator%s Incarca-le din nou si%s reincarca. Citeste mai multe despre aceasta eroare in %sbknoledgebase%s Fisiere stricate in sitemul de directoare a  afiliatului: %s File%sStatus%s";S;;T;N
"Affiliate login";"Autentificare afiliat";S;;T;N
"Application is ok.";"Aplicatia este ok.";S;;T;N
"Application is ok. Starting installation.";"Aplicatia este ok.. Se incepe instalarea.";S;;T;N
"Checking integrity of application. This may take few minutes ...";"Se verifica integritatea aplicatiei. Asta ar putea dura cateva minute ...";S;;T;N
"%s has to be number between";"%s trebuie s afie un numar intre";S;;T;N
"Commission Percent";"Procent Comision";S;affiliate;T;N
